14.2	20.53
13.9	16.62
11.49	14.59
12.16	18.03
13.9	19.24
13.47	14.06
13.7	17.64
15.73	11.28
12.45	16.41
14.64	16.85
11.68	16.17
12.25	22.44
17.85	13.23
12.46	12.83
13.16	20.54
14.87	20.21
12.65	18.17
12.47	17.31
15.04	16.74
12.54	16.32
9.268	12.87
9.676	13.14
12.22	20.04
11.06	17.12
16.3	15.7
11.74	14.69
14.81	14.7
14.58	13.66
11.34	18.61
12.88	18.22
12.75	16.7
9.295	13.9
11.26	19.83
13.71	18.68
9.847	15.68
8.571	13.1
13.46	18.75
12.34	12.27
13.94	13.17
12.07	13.44
11.75	17.56
11.67	20.02
13.68	16.33
10.96	17.62
11.69	24.44
7.729	25.49
7.691	25.44
11.54	14.44
14.47	24.99
14.74	25.42
13.21	28.06
13.87	20.7
13.62	23.23
10.32	16.35
10.26	16.58
9.683	19.34
10.82	24.21
10.86	21.48
11.13	22.44
12.77	29.43
9.333	21.94
12.88	28.92
10.29	27.61
10.16	19.59
9.423	27.88
14.59	22.68
11.51	23.93
14.05	27.15
11.2	29.37
7.76	24.54
17.99	10.38
20.57	17.77
19.69	21.25
11.42	20.38
20.29	14.34
12.45	15.7
18.25	19.98
13.71	20.83
13	21.82
12.46	24.04
16.02	23.24
15.78	17.89
19.17	24.8
15.85	23.95
13.73	22.61
14.54	27.54
14.68	20.13
16.13	20.68
19.81	22.15
15.34	14.26
21.16	23.04
16.65	21.38
17.14	16.4
14.58	21.53
18.61	20.25
15.3	25.27
17.57	15.05
18.63	25.11
11.84	18.7
17.02	23.98
19.27	26.47
16.13	17.88
16.74	21.59
14.25	21.72
14.99	25.2
13.48	20.82
13.44	21.58
10.95	21.35
19.07	24.81
13.28	20.28
13.17	21.81
18.65	17.6
13.17	18.66
18.22	18.7
15.1	22.02
19.21	18.57
14.71	21.59
14.25	22.15
12.68	23.84
14.78	23.94
18.94	21.31
17.2	24.52
13.8	15.79
16.07	19.65
18.05	16.15
20.18	23.97
25.22	24.91
19.1	26.29
18.46	18.52
14.48	21.46
19.02	24.59
15.37	22.76
15.06	19.83
20.26	23.03
14.42	19.77
13.61	24.98
13.11	15.56
22.27	19.67
14.87	16.67
15.78	22.91
17.95	20.01
18.66	17.12
24.25	20.2
13.61	24.69
19	18.91
19.79	25.12
15.46	19.48
16.16	21.54
18.45	21.91
12.77	22.47
14.95	17.57
16.11	18.05
11.8	16.58
17.68	20.74
19.19	15.94
19.59	18.15
23.27	22.04
16.78	18.8
17.47	24.68
13.43	19.63
15.46	11.89
16.46	20.11
27.22	21.87
21.09	26.57
15.7	20.31
15.28	22.41
18.31	18.58
14.22	23.12
12.34	26.86
14.86	23.21
13.77	22.29
18.08	21.84
19.18	22.49
14.45	20.22
17.54	19.32
23.29	26.67
13.81	23.75
15.12	16.68
17.01	20.26
20.58	22.14
28.11	18.47
17.42	25.56
14.19	23.81
13.86	16.93
19.8	21.56
19.53	32.47
15.75	20.25
12.83	22.33
17.05	19.08
20.51	27.81
23.21	26.97
20.48	21.46
17.46	39.28
19.4	23.5
20.94	23.56
19.73	19.82
17.3	17.08
19.45	19.33
13.96	17.05
19.55	28.77
15.32	17.27
15.66	23.2
15.53	33.56
20.31	27.06
17.35	23.06
17.29	22.13
15.61	19.38
17.19	22.07
20.73	31.12
21.75	20.99
17.93	24.48
18.81	19.98
19.16	26.6
19.4	18.18
16.24	18.77
11.76	18.14
19.53	18.9
20.09	23.86
18.22	18.87
20.16	19.66
20.34	21.51
16.27	20.71
16.26	21.88
16.03	15.51
17.06	21
18.77	21.43
23.51	24.27
19.68	21.68
15.75	19.22
25.73	17.46
15.08	25.74
20.44	21.78
20.2	26.83
21.71	17.25
22.01	21.9
16.35	23.29
21.37	15.1
20.64	17.35
11.08	18.83
14.6	23.29
19.55	23.21
15.49	19.97
21.61	22.28
17.91	21.02
17.99	20.66
15.13	29.81
15.5	21.08
14.9	22.53
20.18	19.54
18.82	21.97
13.98	19.62
17.27	25.42
18.03	16.85
17.75	28.03
21.1	20.52
19.59	25
17.08	27.15
27.42	26.27
17.6	23.33
16.25	19.51
19.44	18.82
16.69	20.2
18.01	20.56
18.49	17.52
20.59	21.24
13.82	24.49
23.09	19.83
15.46	23.95
13.4	20.52
15.05	19.07
18.31	20.58
19.89	20.26
24.63	21.6
20.47	20.67
20.55	20.86
14.27	22.55
15.22	30.62
20.92	25.09
21.56	22.39
20.13	28.25
16.6	28.08
20.6	29.33
